Created,Message,Status
2026-02-15 14:36:10.388,"[{""Protocol"":""0x2525"",""MessageType"":""SignInMessage"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":1,""Firmware"":""V1.0.0.5"",""Model"":0,""ObdBootVersion"":null,""ObdDataVersion"":null,""ObdHareware"":null,""ObdSoftware"":null,""Platform"":null,""Software"":""V1.0.5""}]",0x2525010017000108694870601666090105030502100511
2026-02-15 14:36:10.556,"[{""Protocol"":""0x2525"",""MessageType"":""NetworkInfoMessage"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":1,""AccessTechnology"":""CAT-1"",""Band"":""CAT-1 2"",""Date"":""2026-02-15T14:36:58Z"",""Iccid"":""89571017025023254214"",""Imsi"":""732101725325419"",""NetworkOperator"":""CLARO""}]",0x2525110053000108694870601666092602151436580A43004C00410052004F00054341542D31074341542D3120320F373332313031373235333235343139143839353731303137303235303233323534323134
2026-02-15 14:36:14.418,"[{""Protocol"":""0x2525"",""MessageType"":""LocationInfoMessage"",""ProtocolHeadType"":19,""Imei"":""869487060166609"",""SerialNo"":14,""Mileage"":0,""Date"":""2026-02-15T14:37:02Z"",""IopIgnition"":false,""Latitude"":3.4653689861297607,""Longitude"":-76.526077270507813,""Altitude"":1025.300048828125,""ExternalPowerVoltage"":12.37,""Rpm"":-999,""Speed"":0.0,""SatelliteNumber"":8,""Azimuth"":12,""BatteryLevel"":10}]",0x2525130059000E0869487060166609003C38402D0000004B480000000000640000000000000000FFFFFFFFFFFF00D500000000102602151437029A2980445A0D99C29BC85D400000000C03281237FFFFFF00001BFFFFFFFFFF
2026-02-15 14:37:58.302,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":1,""IsIgnition"":false,""Rs485Data"":""PgEHF4wPyvih"",""Date"":""2026-02-15T14:38:45Z""}]",0x25252100200001086948706016660926021514384500013E0107178C0FCAF8A1
2026-02-15 14:39:43.273,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":2,""IsIgnition"":false,""Rs485Data"":""PgEHF4wPyfj0"",""Date"":""2026-02-15T14:40:30Z""}]",0x25252100200002086948706016660926021514403000013E0107178C0FC9F8F4
2026-02-15 14:40:44.739,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":3,""IsIgnition"":false,""Rs485Data"":""PgIHF/8P//+X"",""Date"":""2026-02-15T14:41:32Z""}]",0x25252100200003086948706016660926021514413200013E020717FF0FFFFF97
2026-02-15 14:41:28.277,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":4,""IsIgnition"":false,""Rs485Data"":""PgEHF4sPvPg7"",""Date"":""2026-02-15T14:42:15Z""}]",0x25252100200004086948706016660926021514421500013E0107178B0FBCF83B
2026-02-15 14:43:13.264,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":5,""IsIgnition"":false,""Rs485Data"":""PgEHF4wPwPhG"",""Date"":""2026-02-15T14:44:00Z""}]",0x25252100200005086948706016660926021514440000013E0107178C0FC0F846
2026-02-15 14:44:58.300,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":6,""IsIgnition"":false,""Rs485Data"":""PgEHF4sPv/hu"",""Date"":""2026-02-15T14:45:45Z""}]",0x25252100200006086948706016660926021514454500013E0107178B0FBFF86E
2026-02-15 14:44:59.698,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":7,""IsIgnition"":false,""Rs485Data"":""PgIHF/8P//+X"",""Date"":""2026-02-15T14:45:47Z""}]",0x25252100200007086948706016660926021514454700013E020717FF0FFFFF97
2026-02-15 14:46:43.304,"[{""Protocol"":""0x2525"",""MessageType"":""RS485Message"",""ProtocolHeadType"":0,""Imei"":""869487060166609"",""SerialNo"":8,""IsIgnition"":false,""Rs485Data"":""PgEHGIsPvvjF"",""Date"":""2026-02-15T14:47:30Z""}]",0x25252100200008086948706016660926021514473000013E0107188B0FBEF8C5
